,Customer ID,Order ID,Product ID,Sales,Quantity,Discount,Profit
134,LC-16885,CA-2016-145583,OFF-PA-10001736,35.44,1,0.0,16.6568
135,LC-16885,CA-2016-145583,OFF-AR-10001149,11.52,4,0.0,3.456
136,LC-16885,CA-2016-145583,OFF-FA-10002988,4.02,2,0.0,1.9698
137,LC-16885,CA-2016-145583,OFF-BI-10004781,76.176,3,0.2,26.6616
138,LC-16885,CA-2016-145583,OFF-SU-10001218,65.88,6,0.0,18.4464
139,LC-16885,CA-2016-145583,FUR-FU-10001706,43.12,14,0.0,20.6976
140,JD-15895,CA-2016-110366,FUR-FU-10004848,82.8,2,0.2,10.35
141,SH-19975,CA-2017-106180,OFF-AR-10000940,8.82,3,0.0,2.3814
142,SH-19975,CA-2017-106180,OFF-EN-10004030,10.86,3,0.0,5.1042
143,SH-19975,CA-2017-106180,OFF-PA-10004327,143.7,3,0.0,68.976
144,SG-20080,CA-2017-155376,OFF-AP-10001058,839.43,3,0.0,218.2518
145,HA-14920,CA-2015-110744,OFF-ST-10003656,671.93,7,0.0,20.1579
146,MG-17680,CA-2014-110072,FUR-FU-10000521,93.888,4,0.2,12.9096
147,JE-16165,CA-2016-114489,TEC-PH-10000215,384.45,11,0.0,103.8015
148,JE-16165,CA-2016-114489,TEC-PH-10001448,149.97,3,0.0,5.9988
149,JE-16165,CA-2016-114489,FUR-CH-10000454,1951.84,8,0.0,585.552
150,JE-16165,CA-2016-114489,OFF-BI-10002735,171.55,5,0.0,80.6285
151,TW-21025,CA-2016-158834,OFF-AP-10000326,157.92,5,0.2,17.766
152,TW-21025,CA-2016-158834,TEC-PH-10001254,203.184,2,0.2,15.2388
153,SP-20650,CA-2015-124919,OFF-PA-10001950,58.38,7,0.0,26.271
154,SP-20650,CA-2015-124919,OFF-PA-10002254,105.52,4,0.0,48.5392
155,SP-20650,CA-2015-124919,OFF-ST-10001590,80.88,6,0.0,21.0288
156,NK-18490,CA-2015-118948,OFF-AR-10001547,6.63,3,0.0,1.7901
157,DB-13060,CA-2014-104269,FUR-CH-10004063,457.568,2,0.2,51.4764
158,NP-18670,CA-2016-114104,OFF-LA-10002475,14.62,2,0.0,6.8714
159,NP-18670,CA-2016-114104,TEC-PH-10004536,944.93,7,0.0,236.2325
160,TT-21070,CA-2016-162733,OFF-PA-10002751,5.98,1,0.0,2.691
161,EM-13960,CA-2015-119697,TEC-AC-10003657,54.384,2,0.2,1.3596
162,RD-19900,CA-2016-154508,OFF-EN-10001990,28.4,5,0.0,13.348
163,MJ-17740,CA-2016-113817,OFF-BI-10004002,27.68,2,0.2,9.688
164,BM-11140,CA-2014-139892,OFF-AR-10004441,9.936,3,0.2,2.7324
165,BM-11140,CA-2014-139892,TEC-MA-10000822,8159.952,8,0.4,-1359.992
166,BM-11140,CA-2014-139892,OFF-ST-10000991,275.928,3,0.2,-58.6347
167,BM-11140,CA-2014-139892,FUR-CH-10004287,1740.06,9,0.3,-24.858
168,BM-11140,CA-2014-139892,OFF-AR-10002656,32.064,6,0.2,6.8136
169,BM-11140,CA-2014-139892,OFF-AP-10002518,177.98,5,0.8,-453.849
170,BM-11140,CA-2014-139892,TEC-PH-10003931,143.976,3,0.2,8.9985
171,CS-12130,CA-2014-118962,OFF-PA-10000659,20.94,3,0.0,9.8418
172,CS-12130,CA-2014-118962,OFF-PA-10001144,110.96,2,0.0,53.2608
173,CS-12130,CA-2014-118962,FUR-CH-10003817,340.144,7,0.2,21.259
174,JB-15400,US-2014-100853,OFF-AP-10000891,52.448,2,0.8,-131.12
175,JB-15400,US-2014-100853,OFF-LA-10003148,20.16,4,0.2,6.552
176,SJ-20500,US-2017-152366,OFF-AP-10002684,97.264,4,0.8,-243.16
177,JE-15745,US-2015-101511,FUR-CH-10004698,396.802,7,0.3,-11.3372
178,JE-15745,US-2015-101511,OFF-SU-10002189,15.88,5,0.2,-3.7715
179,JK-15640,CA-2015-137225,OFF-AR-10001940,3.28,1,0.0,1.4104
180,DK-13150,CA-2014-166191,OFF-ST-10003455,24.816,2,0.2,1.8612
181,DK-13150,CA-2014-166191,TEC-AC-10004659,408.744,7,0.2,76.6395
182,RM-19675,CA-2014-158274,TEC-PH-10003273,503.96,4,0.0,131.0296
183,RM-19675,CA-2014-158274,TEC-PH-10004896,149.95,5,0.0,41.986
184,RM-19675,CA-2014-158274,TEC-AC-10002345,29.0,2,0.0,7.25
185,SK-19990,CA-2016-105018,OFF-BI-10001890,7.16,2,0.0,3.4368
186,FM-14290,CA-2014-123260,TEC-AC-10002323,176.8,8,0.0,22.984
187,AM-10360,CA-2016-157000,OFF-ST-10001328,37.224,3,0.2,3.7224
188,AM-10360,CA-2016-157000,OFF-PA-10001950,20.016,3,0.2,6.255
189,MP-17470,CA-2015-102281,FUR-BO-10002613,899.136,4,0.2,112.392
190,MP-17470,CA-2015-102281,TEC-PH-10001552,71.76,6,0.0,20.0928
191,MP-17470,CA-2015-102281,OFF-PA-10000061,51.84,8,0.0,24.8832
192,MP-17470,CA-2015-102281,FUR-BO-10002545,626.352,3,0.2,46.9764
193,MP-17470,CA-2015-102281,OFF-AR-10003514,19.9,5,0.0,6.567
194,MZ-17515,CA-2015-131457,OFF-EN-10001509,14.28,7,0.0,6.7116
195,CB-12025,CA-2014-140004,OFF-AR-10004685,7.408,2,0.2,1.2038
196,CB-12025,CA-2014-140004,OFF-AR-10004027,6.048,3,0.2,1.5876
197,VM-21685,CA-2017-107720,OFF-ST-10001414,46.26,3,0.0,12.0276
198,FH-14365,US-2017-124303,OFF-BI-10000343,2.946,2,0.7,-2.2586
199,FH-14365,US-2017-124303,OFF-PA-10002749,16.056,3,0.2,5.8203
200,MB-17305,CA-2017-105074,OFF-PA-10002666,21.744,3,0.2,6.795
201,BS-11755,CA-2014-133690,FUR-TA-10004289,218.75,2,0.5,-161.875
202,BS-11755,CA-2014-133690,OFF-AP-10003622,2.6,1,0.2,0.2925
203,LC-17140,US-2017-116701,OFF-AP-10003217,66.284,2,0.8,-178.9668
204,HK-14890,CA-2017-126382,FUR-FU-10002960,35.168,7,0.2,9.6712
205,LE-16810,CA-2017-108329,TEC-PH-10001918,444.768,4,0.2,44.4768
206,JH-15985,CA-2017-135860,OFF-ST-10000642,83.92,4,0.0,5.8744
207,JH-15985,CA-2017-135860,TEC-PH-10001700,131.98,2,0.0,35.6346
208,JH-15985,CA-2017-135860,OFF-BI-10003274,15.92,4,0.0,7.4824
209,JH-15985,CA-2017-135860,OFF-FA-10000134,52.29,9,0.0,16.2099
210,JH-15985,CA-2017-135860,OFF-ST-10001522,91.99,1,0.0,3.6796
211,MS-17980,CA-2015-101007,TEC-AC-10001266,20.8,2,0.2,6.5
212,VW-21775,CA-2015-146262,OFF-LA-10004544,23.68,2,0.2,8.88
213,VW-21775,CA-2015-146262,FUR-BO-10004695,452.45,5,0.5,-244.323
214,VW-21775,CA-2015-146262,TEC-PH-10002844,62.982,3,0.4,-14.6958
215,VW-21775,CA-2015-146262,TEC-MA-10000864,1188.0,9,0.7,-950.4
216,VW-21775,CA-2015-146262,TEC-AC-10000109,89.584,2,0.2,4.4792
217,JH-15910,CA-2016-130162,OFF-ST-10001328,93.06,6,0.0,26.0568
218,JH-15910,CA-2016-130162,TEC-PH-10002563,302.376,3,0.2,22.6782
219,JB-15925,CA-2015-169397,OFF-FA-10000585,5.584,2,0.2,1.8148
220,JB-15925,CA-2015-169397,OFF-PA-10004000,22.704,6,0.2,8.2302
221,JB-15925,CA-2015-169397,OFF-BI-10002852,19.776,4,0.7,-13.8432
222,JB-15925,CA-2015-169397,FUR-FU-10000087,72.704,4,0.2,19.0848
223,JB-15925,CA-2015-169397,TEC-MA-10001148,479.988,4,0.7,-383.9904
224,JB-15925,CA-2015-169397,OFF-AR-10001958,27.168,2,0.2,2.7168
225,DS-13180,CA-2015-163055,OFF-AR-10001026,2.2,1,0.0,0.968
226,DS-13180,CA-2015-163055,FUR-TA-10003748,622.45,5,0.0,136.939
227,DS-13180,CA-2015-163055,OFF-ST-10002485,21.98,1,0.0,0.2198
228,VD-21670,US-2015-145436,FUR-CH-10004860,161.568,2,0.2,-28.2744
229,VD-21670,US-2015-145436,FUR-CH-10004477,389.696,8,0.2,43.8408
230,EA-14035,US-2014-156216,OFF-BI-10001679,18.648,7,0.7,-12.432
231,CS-12400,US-2017-100930,FUR-TA-10001705,233.86,2,0.45,-102.048
232,CS-12400,US-2017-100930,FUR-TA-10003473,620.6145,3,0.45,-248.2458
233,CS-12400,US-2017-100930,OFF-BI-10001679,5.328,2,0.7,-3.552
234,CS-12400,US-2017-100930,FUR-FU-10004017,258.072,3,0.2,0.0
235,CS-12400,US-2017-100930,TEC-AC-10003832,617.976,3,0.2,-7.7247
236,DB-13120,CA-2017-160514,OFF-PA-10002479,10.56,2,0.0,4.752
237,KL-16645,CA-2016-157749,OFF-PA-10003349,25.92,5,0.2,9.396
238,KL-16645,CA-2016-157749,FUR-FU-10000576,419.68,5,0.6,-356.728
239,KL-16645,CA-2016-157749,FUR-FU-10004351,11.688,3,0.6,-4.6752
240,KL-16645,CA-2016-157749,TEC-PH-10000011,31.984,2,0.2,11.1944
241,KL-16645,CA-2016-157749,FUR-TA-10002607,177.225,5,0.5,-120.513
242,KL-16645,CA-2016-157749,FUR-FU-10002505,4.044,3,0.6,-2.8308
243,KL-16645,CA-2016-157749,OFF-AR-10004685,7.408,2,0.2,1.2038
244,DW-13480,CA-2014-131926,FUR-CH-10004063,2001.86,7,0.0,580.5394
245,DW-13480,CA-2014-131926,OFF-ST-10002276,166.72,2,0.0,41.68
246,DW-13480,CA-2014-131926,OFF-PA-10004082,47.88,6,0.0,23.94
247,DW-13480,CA-2014-131926,OFF-AP-10002945,1503.25,5,0.0,496.0725
248,DW-13480,CA-2014-131926,OFF-PA-10000061,25.92,4,0.0,12.4416
249,LH-17155,CA-2016-154739,FUR-CH-10002965,321.568,2,0.2,28.1372
250,KC-16540,CA-2016-145625,OFF-PA-10004569,7.61,1,0.0,3.5767
251,KC-16540,CA-2016-145625,TEC-AC-10003832,3347.37,13,0.0,636.0003
252,DL-13315,CA-2016-146941,OFF-ST-10001228,80.58,6,0.0,22.5624
253,DL-13315,CA-2016-146941,OFF-EN-10003296,361.92,4,0.0,162.864
254,DR-12880,US-2015-159982,FUR-FU-10002505,12.132,9,0.6,-8.4924
255,DR-12880,US-2015-159982,OFF-ST-10004804,82.368,2,0.2,-19.5624
256,DR-12880,US-2015-159982,OFF-ST-10001590,53.92,5,0.2,4.044
257,DR-12880,US-2015-159982,TEC-PH-10001580,647.904,6,0.2,56.6916
258,CC-12670,CA-2017-163139,TEC-AC-10000290,20.37,3,0.0,6.9258
259,CC-12670,CA-2017-163139,OFF-ST-10002790,221.55,3,0.0,6.6465
260,CC-12670,CA-2017-163139,OFF-BI-10003460,17.52,5,0.2,6.132
261,Dl-13600,US-2017-155299,OFF-AP-10002203,1.624,2,0.8,-4.466
262,SB-20290,US-2014-106992,TEC-MA-10000822,3059.982,3,0.4,-509.997
263,SB-20290,US-2014-106992,TEC-MA-10003353,2519.958,7,0.4,-251.9958
264,RC-19825,CA-2016-125318,TEC-PH-10001433,328.224,4,0.2,28.7196
265,AH-10210,CA-2015-155040,TEC-AC-10004469,79.9,2,0.0,35.156
266,CB-12535,CA-2017-136826,OFF-AR-10003602,14.016,3,0.2,4.7304
267,PG-18895,CA-2016-111010,OFF-FA-10003472,7.56,6,0.0,0.3024
268,CA-12310,US-2017-145366,OFF-ST-10004180,37.208,1,0.2,-7.4416
269,CA-12310,US-2017-145366,OFF-EN-10004386,57.576,3,0.2,21.591
270,KH-16690,CA-2017-163979,OFF-ST-10003208,725.84,4,0.0,210.4936
271,HA-14920,CA-2015-155334,TEC-AC-10003628,209.93,7,0.0,92.3692
272,HA-14920,CA-2015-155334,FUR-FU-10003274,5.28,3,0.0,2.3232
273,HA-14920,CA-2015-155334,OFF-BI-10002557,10.92,3,0.2,4.095
274,BB-10990,CA-2017-118136,OFF-PA-10002615,8.82,2,0.0,4.0572
275,BB-10990,CA-2017-118136,OFF-AR-10001427,5.98,1,0.0,1.5548
276,AG-10495,CA-2017-132976,OFF-PA-10000673,11.648,2,0.2,4.0768
277,AG-10495,CA-2017-132976,OFF-PA-10004470,18.176,4,0.2,5.9072
278,AG-10495,CA-2017-132976,OFF-ST-10000876,59.712,6,0.2,5.9712
279,AG-10495,CA-2017-132976,OFF-LA-10002043,24.84,3,0.2,8.694
280,SC-20725,US-2015-161991,OFF-BI-10004967,2.08,5,0.8,-3.432
281,SC-20725,US-2015-161991,TEC-PH-10001760,1114.4,7,0.2,376.11
282,JO-15280,CA-2015-130890,FUR-TA-10002903,1038.84,5,0.2,51.942
283,TB-21520,CA-2015-130883,OFF-PA-10000474,141.76,5,0.2,47.844
284,TB-21520,CA-2015-130883,TEC-AC-10001956,239.8,5,0.2,47.96
285,TB-21520,CA-2015-130883,OFF-PA-10004100,31.104,6,0.2,10.8864
286,AH-10195,CA-2016-112697,OFF-BI-10000778,254.058,7,0.7,-169.372
287,AH-10195,CA-2016-112697,OFF-AP-10002684,194.528,2,0.2,24.316
288,AH-10195,CA-2016-112697,OFF-SU-10000646,961.48,5,0.2,-204.3145
289,NZ-18565,CA-2016-110772,OFF-FA-10002983,19.096,7,0.2,6.6836
290,NZ-18565,CA-2016-110772,OFF-LA-10004689,18.496,8,0.2,6.2424
291,NZ-18565,CA-2016-110772,TEC-AC-10002001,255.984,2,0.2,54.3966
292,NZ-18565,CA-2016-110772,FUR-BO-10004709,86.97,3,0.5,-48.7032
293,KL-16555,CA-2014-111451,FUR-FU-10004091,300.416,8,0.2,78.8592
294,KL-16555,CA-2014-111451,FUR-CH-10001891,230.352,3,0.2,20.1558
295,KL-16555,CA-2014-111451,FUR-FU-10002918,218.352,3,0.2,-24.5646
296,KL-16555,CA-2014-111451,OFF-BI-10004593,78.6,5,0.7,-62.88
297,KL-16555,CA-2014-111451,OFF-FA-10004854,27.552,3,0.2,9.2988
298,JD-15895,CA-2016-142545,OFF-PA-10002105,32.4,5,0.0,15.552
299,JD-15895,CA-2016-142545,OFF-ST-10002756,1082.48,8,0.0,10.8248
300,JD-15895,CA-2016-142545,OFF-PA-10004243,56.91,3,0.0,27.3168
301,JD-15895,CA-2016-142545,FUR-FU-10001861,77.6,4,0.0,38.024
302,JD-15895,CA-2016-142545,OFF-BI-10002706,14.28,1,0.0,6.5688
303,JH-15910,US-2017-152380,FUR-TA-10002533,219.075,3,0.5,-131.445
304,AS-10225,CA-2015-144253,FUR-FU-10002671,26.8,2,0.0,12.864
305,KB-16600,CA-2014-130960,OFF-AR-10003651,9.84,3,0.0,2.8536
306,CR-12625,CA-2014-111003,OFF-BI-10001072,45.48,3,0.0,20.9208
307,CR-12625,CA-2014-111003,OFF-AR-10002135,289.2,6,0.0,83.868
308,SH-20395,CA-2017-126774,OFF-AR-10002804,4.89,1,0.0,2.0049
309,BP-11185,CA-2016-142902,FUR-FU-10001918,15.136,4,0.2,3.5948
310,BP-11185,CA-2016-142902,FUR-CH-10004086,466.768,2,0.2,52.5114
311,BP-11185,CA-2016-142902,FUR-FU-10001756,15.232,1,0.2,1.7136
312,BP-11185,CA-2016-142902,OFF-LA-10000634,6.264,3,0.2,2.0358
313,TS-21205,CA-2014-120887,FUR-FU-10001588,87.54,3,0.0,37.6422
314,AG-10525,CA-2014-167850,TEC-PH-10002398,178.384,2,0.2,22.298
315,AG-10525,CA-2014-167850,OFF-PA-10001937,15.552,3,0.2,5.4432
316,SP-20860,CA-2014-164259,OFF-AR-10003373,99.136,4,0.2,8.6744
317,NM-18445,CA-2014-164973,FUR-CH-10002602,135.882,1,0.1,24.1568
318,NM-18445,CA-2014-164973,TEC-MA-10002927,3991.98,2,0.0,1995.99
319,NM-18445,CA-2014-164973,TEC-PH-10004093,275.94,6,0.0,80.0226
320,NM-18445,CA-2014-164973,TEC-AC-10000892,360.0,4,0.0,129.6
321,NM-18445,CA-2014-164973,OFF-ST-10002974,43.57,1,0.0,13.071
322,FA-14230,CA-2014-156601,OFF-FA-10000624,7.16,2,0.0,3.58
323,GK-14620,CA-2016-162138,OFF-BI-10004593,251.52,6,0.2,81.744
324,GK-14620,CA-2016-162138,TEC-AC-10001908,99.99,1,0.0,34.9965
