,Order ID,Customer ID,Product ID,Order Date,Ship Date,Ship Mode
152,CA-2016-158834,TW-21025,TEC-PH-10001254,3/13/2016,3/16/2016,First Class
153,CA-2015-124919,SP-20650,OFF-PA-10001950,5/31/2015,6/2/2015,First Class
154,CA-2015-124919,SP-20650,OFF-PA-10002254,5/31/2015,6/2/2015,First Class
155,CA-2015-124919,SP-20650,OFF-ST-10001590,5/31/2015,6/2/2015,First Class
156,CA-2015-118948,NK-18490,OFF-AR-10001547,5/28/2015,6/3/2015,Standard Class
157,CA-2014-104269,DB-13060,FUR-CH-10004063,3/1/2014,3/6/2014,Second Class
158,CA-2016-114104,NP-18670,OFF-LA-10002475,11/20/2016,11/24/2016,Standard Class
159,CA-2016-114104,NP-18670,TEC-PH-10004536,11/20/2016,11/24/2016,Standard Class
160,CA-2016-162733,TT-21070,OFF-PA-10002751,5/11/2016,5/12/2016,First Class
161,CA-2015-119697,EM-13960,TEC-AC-10003657,12/28/2015,12/31/2015,Second Class
162,CA-2016-154508,RD-19900,OFF-EN-10001990,11/16/2016,11/20/2016,Standard Class
163,CA-2016-113817,MJ-17740,OFF-BI-10004002,11/7/2016,11/11/2016,Standard Class
164,CA-2014-139892,BM-11140,OFF-AR-10004441,9/8/2014,9/12/2014,Standard Class
165,CA-2014-139892,BM-11140,TEC-MA-10000822,9/8/2014,9/12/2014,Standard Class
166,CA-2014-139892,BM-11140,OFF-ST-10000991,9/8/2014,9/12/2014,Standard Class
167,CA-2014-139892,BM-11140,FUR-CH-10004287,9/8/2014,9/12/2014,Standard Class
168,CA-2014-139892,BM-11140,OFF-AR-10002656,9/8/2014,9/12/2014,Standard Class
169,CA-2014-139892,BM-11140,OFF-AP-10002518,9/8/2014,9/12/2014,Standard Class
170,CA-2014-139892,BM-11140,TEC-PH-10003931,9/8/2014,9/12/2014,Standard Class
171,CA-2014-118962,CS-12130,OFF-PA-10000659,8/5/2014,8/9/2014,Standard Class
172,CA-2014-118962,CS-12130,OFF-PA-10001144,8/5/2014,8/9/2014,Standard Class
173,CA-2014-118962,CS-12130,FUR-CH-10003817,8/5/2014,8/9/2014,Standard Class
174,US-2014-100853,JB-15400,OFF-AP-10000891,9/14/2014,9/19/2014,Standard Class
175,US-2014-100853,JB-15400,OFF-LA-10003148,9/14/2014,9/19/2014,Standard Class
176,US-2017-152366,SJ-20500,OFF-AP-10002684,4/21/2017,4/25/2017,Second Class
177,US-2015-101511,JE-15745,FUR-CH-10004698,11/21/2015,11/23/2015,Second Class
178,US-2015-101511,JE-15745,OFF-SU-10002189,11/21/2015,11/23/2015,Second Class
179,CA-2015-137225,JK-15640,OFF-AR-10001940,12/15/2015,12/19/2015,Standard Class
180,CA-2014-166191,DK-13150,OFF-ST-10003455,12/5/2014,12/9/2014,Second Class
181,CA-2014-166191,DK-13150,TEC-AC-10004659,12/5/2014,12/9/2014,Second Class
182,CA-2014-158274,RM-19675,TEC-PH-10003273,11/19/2014,11/24/2014,Second Class
183,CA-2014-158274,RM-19675,TEC-PH-10004896,11/19/2014,11/24/2014,Second Class
184,CA-2014-158274,RM-19675,TEC-AC-10002345,11/19/2014,11/24/2014,Second Class
185,CA-2016-105018,SK-19990,OFF-BI-10001890,11/28/2016,12/2/2016,Standard Class
186,CA-2014-123260,FM-14290,TEC-AC-10002323,8/26/2014,8/30/2014,Standard Class
187,CA-2016-157000,AM-10360,OFF-ST-10001328,7/16/2016,7/22/2016,Standard Class
188,CA-2016-157000,AM-10360,OFF-PA-10001950,7/16/2016,7/22/2016,Standard Class
189,CA-2015-102281,MP-17470,FUR-BO-10002613,10/12/2015,10/14/2015,First Class
190,CA-2015-102281,MP-17470,TEC-PH-10001552,10/12/2015,10/14/2015,First Class
191,CA-2015-102281,MP-17470,OFF-PA-10000061,10/12/2015,10/14/2015,First Class
192,CA-2015-102281,MP-17470,FUR-BO-10002545,10/12/2015,10/14/2015,First Class
193,CA-2015-102281,MP-17470,OFF-AR-10003514,10/12/2015,10/14/2015,First Class
194,CA-2015-131457,MZ-17515,OFF-EN-10001509,10/31/2015,11/6/2015,Standard Class
195,CA-2014-140004,CB-12025,OFF-AR-10004685,3/21/2014,3/25/2014,Standard Class
196,CA-2014-140004,CB-12025,OFF-AR-10004027,3/21/2014,3/25/2014,Standard Class
197,CA-2017-107720,VM-21685,OFF-ST-10001414,11/6/2017,11/13/2017,Standard Class
198,US-2017-124303,FH-14365,OFF-BI-10000343,7/6/2017,7/13/2017,Standard Class
199,US-2017-124303,FH-14365,OFF-PA-10002749,7/6/2017,7/13/2017,Standard Class
200,CA-2017-105074,MB-17305,OFF-PA-10002666,6/24/2017,6/29/2017,Standard Class
201,CA-2014-133690,BS-11755,FUR-TA-10004289,8/3/2014,8/5/2014,First Class
202,CA-2014-133690,BS-11755,OFF-AP-10003622,8/3/2014,8/5/2014,First Class
203,US-2017-116701,LC-17140,OFF-AP-10003217,12/17/2017,12/21/2017,Second Class
204,CA-2017-126382,HK-14890,FUR-FU-10002960,6/3/2017,6/7/2017,Standard Class
205,CA-2017-108329,LE-16810,TEC-PH-10001918,12/9/2017,12/14/2017,Standard Class
206,CA-2017-135860,JH-15985,OFF-ST-10000642,12/1/2017,12/7/2017,Standard Class
207,CA-2017-135860,JH-15985,TEC-PH-10001700,12/1/2017,12/7/2017,Standard Class
208,CA-2017-135860,JH-15985,OFF-BI-10003274,12/1/2017,12/7/2017,Standard Class
209,CA-2017-135860,JH-15985,OFF-FA-10000134,12/1/2017,12/7/2017,Standard Class
210,CA-2017-135860,JH-15985,OFF-ST-10001522,12/1/2017,12/7/2017,Standard Class
211,CA-2015-101007,MS-17980,TEC-AC-10001266,2/9/2015,2/13/2015,Second Class
212,CA-2015-146262,VW-21775,OFF-LA-10004544,1/2/2015,1/9/2015,Standard Class
213,CA-2015-146262,VW-21775,FUR-BO-10004695,1/2/2015,1/9/2015,Standard Class
214,CA-2015-146262,VW-21775,TEC-PH-10002844,1/2/2015,1/9/2015,Standard Class
215,CA-2015-146262,VW-21775,TEC-MA-10000864,1/2/2015,1/9/2015,Standard Class
216,CA-2015-146262,VW-21775,TEC-AC-10000109,1/2/2015,1/9/2015,Standard Class
217,CA-2016-130162,JH-15910,OFF-ST-10001328,10/28/2016,11/1/2016,Standard Class
218,CA-2016-130162,JH-15910,TEC-PH-10002563,10/28/2016,11/1/2016,Standard Class
219,CA-2015-169397,JB-15925,OFF-FA-10000585,12/24/2015,12/27/2015,First Class
220,CA-2015-169397,JB-15925,OFF-PA-10004000,12/24/2015,12/27/2015,First Class
221,CA-2015-169397,JB-15925,OFF-BI-10002852,12/24/2015,12/27/2015,First Class
222,CA-2015-169397,JB-15925,FUR-FU-10000087,12/24/2015,12/27/2015,First Class
223,CA-2015-169397,JB-15925,TEC-MA-10001148,12/24/2015,12/27/2015,First Class
224,CA-2015-169397,JB-15925,OFF-AR-10001958,12/24/2015,12/27/2015,First Class
225,CA-2015-163055,DS-13180,OFF-AR-10001026,8/9/2015,8/16/2015,Standard Class
226,CA-2015-163055,DS-13180,FUR-TA-10003748,8/9/2015,8/16/2015,Standard Class
227,CA-2015-163055,DS-13180,OFF-ST-10002485,8/9/2015,8/16/2015,Standard Class
228,US-2015-145436,VD-21670,FUR-CH-10004860,2/28/2015,3/4/2015,Standard Class
229,US-2015-145436,VD-21670,FUR-CH-10004477,2/28/2015,3/4/2015,Standard Class
230,US-2014-156216,EA-14035,OFF-BI-10001679,9/13/2014,9/17/2014,Standard Class
231,US-2017-100930,CS-12400,FUR-TA-10001705,4/7/2017,4/12/2017,Standard Class
232,US-2017-100930,CS-12400,FUR-TA-10003473,4/7/2017,4/12/2017,Standard Class
233,US-2017-100930,CS-12400,OFF-BI-10001679,4/7/2017,4/12/2017,Standard Class
234,US-2017-100930,CS-12400,FUR-FU-10004017,4/7/2017,4/12/2017,Standard Class
235,US-2017-100930,CS-12400,TEC-AC-10003832,4/7/2017,4/12/2017,Standard Class
236,CA-2017-160514,DB-13120,OFF-PA-10002479,11/12/2017,11/16/2017,Standard Class
237,CA-2016-157749,KL-16645,OFF-PA-10003349,6/4/2016,6/9/2016,Second Class
238,CA-2016-157749,KL-16645,FUR-FU-10000576,6/4/2016,6/9/2016,Second Class
239,CA-2016-157749,KL-16645,FUR-FU-10004351,6/4/2016,6/9/2016,Second Class
240,CA-2016-157749,KL-16645,TEC-PH-10000011,6/4/2016,6/9/2016,Second Class
241,CA-2016-157749,KL-16645,FUR-TA-10002607,6/4/2016,6/9/2016,Second Class
242,CA-2016-157749,KL-16645,FUR-FU-10002505,6/4/2016,6/9/2016,Second Class
243,CA-2016-157749,KL-16645,OFF-AR-10004685,6/4/2016,6/9/2016,Second Class
244,CA-2014-131926,DW-13480,FUR-CH-10004063,6/1/2014,6/6/2014,Second Class
245,CA-2014-131926,DW-13480,OFF-ST-10002276,6/1/2014,6/6/2014,Second Class
246,CA-2014-131926,DW-13480,OFF-PA-10004082,6/1/2014,6/6/2014,Second Class
247,CA-2014-131926,DW-13480,OFF-AP-10002945,6/1/2014,6/6/2014,Second Class
248,CA-2014-131926,DW-13480,OFF-PA-10000061,6/1/2014,6/6/2014,Second Class
249,CA-2016-154739,LH-17155,FUR-CH-10002965,12/10/2016,12/15/2016,Second Class
250,CA-2016-145625,KC-16540,OFF-PA-10004569,9/11/2016,9/17/2016,Standard Class
251,CA-2016-145625,KC-16540,TEC-AC-10003832,9/11/2016,9/17/2016,Standard Class
252,CA-2016-146941,DL-13315,OFF-ST-10001228,12/10/2016,12/13/2016,First Class
253,CA-2016-146941,DL-13315,OFF-EN-10003296,12/10/2016,12/13/2016,First Class
254,US-2015-159982,DR-12880,FUR-FU-10002505,11/28/2015,12/4/2015,Standard Class
255,US-2015-159982,DR-12880,OFF-ST-10004804,11/28/2015,12/4/2015,Standard Class
256,US-2015-159982,DR-12880,OFF-ST-10001590,11/28/2015,12/4/2015,Standard Class
257,US-2015-159982,DR-12880,TEC-PH-10001580,11/28/2015,12/4/2015,Standard Class
258,CA-2017-163139,CC-12670,TEC-AC-10000290,12/1/2017,12/3/2017,Second Class
259,CA-2017-163139,CC-12670,OFF-ST-10002790,12/1/2017,12/3/2017,Second Class
260,CA-2017-163139,CC-12670,OFF-BI-10003460,12/1/2017,12/3/2017,Second Class
261,US-2017-155299,Dl-13600,OFF-AP-10002203,6/8/2017,6/12/2017,Standard Class
262,US-2014-106992,SB-20290,TEC-MA-10000822,9/19/2014,9/21/2014,Second Class
263,US-2014-106992,SB-20290,TEC-MA-10003353,9/19/2014,9/21/2014,Second Class
264,CA-2016-125318,RC-19825,TEC-PH-10001433,6/6/2016,6/13/2016,Standard Class
265,CA-2015-155040,AH-10210,TEC-AC-10004469,11/10/2015,11/15/2015,Standard Class
266,CA-2017-136826,CB-12535,OFF-AR-10003602,6/16/2017,6/20/2017,Standard Class
267,CA-2016-111010,PG-18895,OFF-FA-10003472,1/22/2016,1/28/2016,Standard Class
268,US-2017-145366,CA-12310,OFF-ST-10004180,12/9/2017,12/13/2017,Standard Class
269,US-2017-145366,CA-12310,OFF-EN-10004386,12/9/2017,12/13/2017,Standard Class
270,CA-2017-163979,KH-16690,OFF-ST-10003208,12/28/2017,1/2/2018,Second Class
271,CA-2015-155334,HA-14920,TEC-AC-10003628,7/30/2015,7/31/2015,First Class
272,CA-2015-155334,HA-14920,FUR-FU-10003274,7/30/2015,7/31/2015,First Class
273,CA-2015-155334,HA-14920,OFF-BI-10002557,7/30/2015,7/31/2015,First Class
274,CA-2017-118136,BB-10990,OFF-PA-10002615,9/16/2017,9/17/2017,First Class
275,CA-2017-118136,BB-10990,OFF-AR-10001427,9/16/2017,9/17/2017,First Class
276,CA-2017-132976,AG-10495,OFF-PA-10000673,10/13/2017,10/17/2017,Standard Class
277,CA-2017-132976,AG-10495,OFF-PA-10004470,10/13/2017,10/17/2017,Standard Class
278,CA-2017-132976,AG-10495,OFF-ST-10000876,10/13/2017,10/17/2017,Standard Class
279,CA-2017-132976,AG-10495,OFF-LA-10002043,10/13/2017,10/17/2017,Standard Class
280,US-2015-161991,SC-20725,OFF-BI-10004967,9/26/2015,9/28/2015,Second Class
281,US-2015-161991,SC-20725,TEC-PH-10001760,9/26/2015,9/28/2015,Second Class
282,CA-2015-130890,JO-15280,FUR-TA-10002903,11/2/2015,11/6/2015,Standard Class
283,CA-2015-130883,TB-21520,OFF-PA-10000474,9/26/2015,10/2/2015,Standard Class
284,CA-2015-130883,TB-21520,TEC-AC-10001956,9/26/2015,10/2/2015,Standard Class
285,CA-2015-130883,TB-21520,OFF-PA-10004100,9/26/2015,10/2/2015,Standard Class
286,CA-2016-112697,AH-10195,OFF-BI-10000778,12/18/2016,12/20/2016,Second Class
287,CA-2016-112697,AH-10195,OFF-AP-10002684,12/18/2016,12/20/2016,Second Class
288,CA-2016-112697,AH-10195,OFF-SU-10000646,12/18/2016,12/20/2016,Second Class
289,CA-2016-110772,NZ-18565,OFF-FA-10002983,11/20/2016,11/24/2016,Second Class
290,CA-2016-110772,NZ-18565,OFF-LA-10004689,11/20/2016,11/24/2016,Second Class
291,CA-2016-110772,NZ-18565,TEC-AC-10002001,11/20/2016,11/24/2016,Second Class
292,CA-2016-110772,NZ-18565,FUR-BO-10004709,11/20/2016,11/24/2016,Second Class
293,CA-2014-111451,KL-16555,FUR-FU-10004091,12/26/2014,12/28/2014,First Class
